Id,Label,Comunidad,Tweet_original
DonPorrero,DonPorrero,Sin_vinculos,0
rockernaldo2,rockernaldo2,Sin_vinculos,0
SeismoLalit,SeismoLalit,Sin_vinculos,0
gshelor,gshelor,Sin_vinculos,0
SARevangelist,SARevangelist,Sin_vinculos,0
ANID_Abierta,ANID_Abierta,Sigue_comunidad,1
SistersofSAR,SistersofSAR,Sin_vinculos,0
aJollyAdventure,aJollyAdventure,Sin_vinculos,0
eunicer_,eunicer_,Sigue_comunidad,0
mapologo,mapologo,Sin_vinculos,0
EmilioOnate,EmilioOnate,Sin_vinculos,0
poetarojo,poetarojo,Sin_vinculos,0
MCayulef,MCayulef,Sigue_comunidad,0
DnFredesG,DnFredesG,Sin_vinculos,0
CristbalOliva12,CristbalOliva12,Sigue_comunidad,1
AlejandAyusoDi,AlejandAyusoDi,Sin_vinculos,0
sumaro76,sumaro76,Sin_vinculos,0
gazt_harkaitz_z,gazt_harkaitz_z,Sin_vinculos,0
PatriciaMelgar,PatriciaMelgar,Sin_vinculos,0
GuiomarMerodioA,GuiomarMerodioA,Sin_vinculos,0
ElenaRocioSL,ElenaRocioSL,Sin_vinculos,0
Masoneria357,Masoneria357,Sin_vinculos,0
CampusMDelibes,CampusMDelibes,Sin_vinculos,0
revistaBiD,revistaBiD,Sin_vinculos,0
DJGG2019,DJGG2019,Sin_vinculos,0
EFRJK,EFRJK,Sin_vinculos,0
JFFMen,JFFMen,Sin_vinculos,0
matiasbaldanza,matiasbaldanza,Sin_vinculos,0
snatch824,snatch824,Sin_vinculos,0
YoQuinteroO,YoQuinteroO,Sin_vinculos,0
libeluladoradas,libeluladoradas,Sin_vinculos,0
duvicrack,duvicrack,Sigue_comunidad,0
martatorredev,martatorredev,Sin_vinculos,0
Camilorzh,Camilorzh,Sin_vinculos,0
nelsoncode_dev,nelsoncode_dev,Sin_vinculos,0
PACCO_23,PACCO_23,Sin_vinculos,0
miltonn1salas,miltonn1salas,Sin_vinculos,0
Freckedecke,Freckedecke,Sin_vinculos,0
ManoloSanchezA,ManoloSanchezA,Sin_vinculos,0
WutForscher,WutForscher,Sin_vinculos,0
ptu_us_es,ptu_us_es,Sin_vinculos,0
pheralb_,pheralb_,Sin_vinculos,0
juliancamposes,juliancamposes,Sin_vinculos,0
AvanTepec,AvanTepec,Sin_vinculos,0
elenalabrado,elenalabrado,Sin_vinculos,0
boriszaurio,boriszaurio,Sin_vinculos,0
JohnJonny1,JohnJonny1,Sin_vinculos,0
carlitoswayec,carlitoswayec,Sin_vinculos,0
jfcarpio,jfcarpio,Sin_vinculos,1
victor_ruiz,victor_ruiz,Sin_vinculos,0
mdserrat,mdserrat,Sin_vinculos,0
jocve,jocve,Sin_vinculos,0
margaramarie,margaramarie,Sigue_comunidad,0
JezerFerreira,JezerFerreira,Sin_vinculos,0
thesecretouniv1,thesecretouniv1,Sin_vinculos,0
AbelTLKSCrew,AbelTLKSCrew,Sin_vinculos,0
Hipseo1,Hipseo1,Sin_vinculos,0
JackieAR9,JackieAR9,Sin_vinculos,0
OraBita,OraBita,Sin_vinculos,0
_austral_,_austral_,Sin_vinculos,0
BihiMiciMidi,BihiMiciMidi,Sin_vinculos,0
raquelh109,raquelh109,Sin_vinculos,0
phluisma,phluisma,Sin_vinculos,0
mauropm,mauropm,Sin_vinculos,0
juliancrvera,juliancrvera,Sin_vinculos,0
mariacappaf,mariacappaf,Sin_vinculos,1
Pitucaleya11,Pitucaleya11,Sin_vinculos,0
penpotapp,penpotapp,Sin_vinculos,0
Steven1909,Steven1909,Sin_vinculos,0
ARTEKLAB,ARTEKLAB,Sin_vinculos,0
CarlosTheSailor,CarlosTheSailor,Sin_vinculos,0
ks7000,ks7000,Sin_vinculos,1
fcbjavier12,fcbjavier12,Sin_vinculos,0
ZimriRosas,ZimriRosas,Sin_vinculos,0
Marron121,Marron121,Sin_vinculos,0
SiestitaLover,SiestitaLover,Sin_vinculos,0
curlysier,curlysier,Sin_vinculos,0
ThatOneDumbFren,ThatOneDumbFren,Sin_vinculos,0
KBrown,KBrown,Sin_vinculos,0
_pepedel,_pepedel,Sin_vinculos,0
strabaldo,strabaldo,Sin_vinculos,0
JuanjoIngenio,JuanjoIngenio,Sin_vinculos,0
JonnyJi50127056,JonnyJi50127056,Sin_vinculos,0
GukZ140,GukZ140,Sin_vinculos,0
Somklorios,Somklorios,Sin_vinculos,0
rc_julin_lens,rc_julin_lens,Sin_vinculos,0
Misaelkz,Misaelkz,Sin_vinculos,0
sumbunnysumhare,sumbunnysumhare,Sin_vinculos,0
andreweb3_eth,andreweb3_eth,Sin_vinculos,0
marck_fire19,marck_fire19,Sin_vinculos,0
azorcode,azorcode,Sin_vinculos,0
negrunch,negrunch,Sin_vinculos,0
PepeHatesNFTS,PepeHatesNFTS,Sin_vinculos,0
Jasonconjota,Jasonconjota,Sin_vinculos,0
cardugarte,cardugarte,Sin_vinculos,0
UNAMerida,UNAMerida,Sin_vinculos,0
carlitoscapote,carlitoscapote,Sin_vinculos,0
NoLegalTech,NoLegalTech,Sin_vinculos,0
emiliojpg,emiliojpg,Sin_vinculos,0
eLeGepuntoGeTe,eLeGepuntoGeTe,Sin_vinculos,0
luisromero226,luisromero226,Sin_vinculos,0
emerling,emerling,Sin_vinculos,0
Fvs210190,Fvs210190,Sin_vinculos,0
Master_Kehos,Master_Kehos,Sin_vinculos,0
pepeleduin,pepeleduin,Sigue_comunidad,0
eliesongo,eliesongo,Sin_vinculos,0
v4li3nte,v4li3nte,Sigue_comunidad,0
richie_anaya,richie_anaya,Sin_vinculos,0
CanaimaGNULinux,CanaimaGNULinux,Sigue_comunidad,1
edulego,edulego,Sin_vinculos,0
mundolinuxbot,mundolinuxbot,Sin_vinculos,0
Maikiki_Oficial,Maikiki_Oficial,Sin_vinculos,0
pyecuador,pyecuador,Es_comunidad,0
loxalibre,loxalibre,Es_comunidad,0
realrubberduck1,realrubberduck1,Sin_vinculos,0
ccamachog,ccamachog,Sin_vinculos,0
CyberDFIR,CyberDFIR,Sin_vinculos,0
fred_pena,fred_pena,Sin_vinculos,0
israel_cardenas,israel_cardenas,Sin_vinculos,0
jamdiazdiaz,jamdiazdiaz,Sin_vinculos,0
jconfdominicana,jconfdominicana,Sin_vinculos,0
yepappsys,yepappsys,Sin_vinculos,0
es_molano,es_molano,Sin_vinculos,0
FrankSanabria,FrankSanabria,Sin_vinculos,0
casm37,casm37,Sigue_comunidad,0
NortheasternAI,NortheasternAI,Sin_vinculos,0
PythonBot_By_PM,PythonBot_By_PM,Sin_vinculos,0
McdUnison,McdUnison,Sin_vinculos,0
Melanio4,Melanio4,Sin_vinculos,0
lumusika,lumusika,Sin_vinculos,0
valentinvi,valentinvi,Sin_vinculos,0
ferflo92,ferflo92,Sin_vinculos,0
babuOO3,babuOO3,Sin_vinculos,1
PythonRoboto,PythonRoboto,Sin_vinculos,0
patowc,patowc,Sin_vinculos,0
Glorialderete,Glorialderete,Sin_vinculos,0
arturitex,arturitex,Sin_vinculos,0
Albylafu,Albylafu,Sin_vinculos,0
piaseca,piaseca,Sin_vinculos,0
oscargjg,oscargjg,Sin_vinculos,0
NogueraAmilcar,NogueraAmilcar,Sin_vinculos,0
deponce5,deponce5,Sin_vinculos,0
danreyesl,danreyesl,Sin_vinculos,0
hematologo,hematologo,Sin_vinculos,0
AAVahos,AAVahos,Sin_vinculos,0
carminaovargas,carminaovargas,Sin_vinculos,0
MauraNaslyMosq,MauraNaslyMosq,Sin_vinculos,0
MajaVelez,MajaVelez,Sin_vinculos,0
CesedUniandes,CesedUniandes,Sin_vinculos,0
nachol15,nachol15,Sin_vinculos,0
GyPP_CIDE,GyPP_CIDE,Sin_vinculos,0
CarlosLopezosa,CarlosLopezosa,Sin_vinculos,0
boleteador,boleteador,Sin_vinculos,0
fmorellogarcia,fmorellogarcia,Sigue_comunidad,0
mikaela_paola,mikaela_paola,Sin_vinculos,0
saksenaea,saksenaea,Sin_vinculos,0
CucaLoste,CucaLoste,Sin_vinculos,0
SReferencia_UBA,SReferencia_UBA,Sin_vinculos,0
japicomon,japicomon,Sin_vinculos,0
JoseLT14,JoseLT14,Sin_vinculos,0
lucasbarme,lucasbarme,Sin_vinculos,0
JCRedondoG,JCRedondoG,Sin_vinculos,0
NuriaAndrs1,NuriaAndrs1,Sin_vinculos,0
Ignacio_Jacob,Ignacio_Jacob,Sin_vinculos,0
Jesal191,Jesal191,Sin_vinculos,0
zenzizenzike,zenzizenzike,Sin_vinculos,0
AlexisT21990486,AlexisT21990486,Sin_vinculos,0
RealCirugia,RealCirugia,Sin_vinculos,0
cesarcardenasj,cesarcardenasj,Sin_vinculos,0
Genio20cardio,Genio20cardio,Sin_vinculos,0
Ferguisil,Ferguisil,Sin_vinculos,0
amandaaescala,amandaaescala,Sin_vinculos,0
MediciGuillermo,MediciGuillermo,Sin_vinculos,0
scielomexico,scielomexico,Sigue_comunidad,0
PintoPyro,PintoPyro,Sin_vinculos,0
CarmelaC7842,CarmelaC7842,Sin_vinculos,0
CSiligine,CSiligine,Sin_vinculos,0
Anfet,Anfet,Sin_vinculos,0
__flawless2828,__flawless2828,Sin_vinculos,0
Brayan_Huayra,Brayan_Huayra,Sin_vinculos,0
francbarragan,francbarragan,Sin_vinculos,0
jcobaya69,jcobaya69,Sin_vinculos,0
rc_merche,rc_merche,Sin_vinculos,0
onofre_casas,onofre_casas,Sin_vinculos,0
Aristizabaluis,Aristizabaluis,Sin_vinculos,0
FCEIUchile,FCEIUchile,Sin_vinculos,0
nephlyn,nephlyn,Sigue_comunidad,0
revistasuchile,revistasuchile,Sin_vinculos,0
sisibuchile,sisibuchile,Sigue_comunidad,0
lmfloresc,lmfloresc,Sin_vinculos,0
bibliotequesudl,bibliotequesudl,Sin_vinculos,0
paulularia,paulularia,Sin_vinculos,0
emperatriz1962,emperatriz1962,Sin_vinculos,0
Twitherer2Mo,Twitherer2Mo,Sin_vinculos,0
JaviMoscarella,JaviMoscarella,Sin_vinculos,0
nelsonlo8,nelsonlo8,Sin_vinculos,0
pablopether,pablopether,Sin_vinculos,0
Cedillo10,Cedillo10,Sin_vinculos,0
gersonlt125,gersonlt125,Sin_vinculos,0
Antoniogomo,Antoniogomo,Sin_vinculos,0
ObaOs2,ObaOs2,Sin_vinculos,0
RmJohnatan,RmJohnatan,Sin_vinculos,0
teresaaatf,teresaaatf,Sin_vinculos,0
cramirezflorez,cramirezflorez,Sin_vinculos,0
francis50622725,francis50622725,Sin_vinculos,0
QuintanaArahon,QuintanaArahon,Sin_vinculos,0
MaFeEsPaz,MaFeEsPaz,Sin_vinculos,0
ElisbanDante,ElisbanDante,Sin_vinculos,0
Abrazo_31,Abrazo_31,Sin_vinculos,0
Pensante666,Pensante666,Sin_vinculos,0
xene1ze10,xene1ze10,Sin_vinculos,0
jpcasalda,jpcasalda,Sin_vinculos,0
avecesprosa,avecesprosa,Sin_vinculos,0
ElGaviero12,ElGaviero12,Sin_vinculos,0
deut_med,deut_med,Sin_vinculos,0
carriazojr,carriazojr,Sin_vinculos,0
geercee,geercee,Sin_vinculos,0
MJGarciaFolgado,MJGarciaFolgado,Sin_vinculos,0
books_and_birds,books_and_birds,Sin_vinculos,0
christian_hos,christian_hos,Sin_vinculos,0
Kobe_Liberal,Kobe_Liberal,Sin_vinculos,0
Sobreperdonar,Sobreperdonar,Sin_vinculos,0
cesarperezmor,cesarperezmor,Sin_vinculos,0
corderodaniel7,corderodaniel7,Sin_vinculos,0
eduzzcom,eduzzcom,Sin_vinculos,0
marpinto__,marpinto__,Sin_vinculos,0
CrsCervantes,CrsCervantes,Sin_vinculos,0
lizbethcita,lizbethcita,Sin_vinculos,0
arturjoyeux,arturjoyeux,Sin_vinculos,0
abustam43542280,abustam43542280,Sin_vinculos,0
omarojash,omarojash,Sin_vinculos,0
urielalta,urielalta,Sin_vinculos,0
EddyRam78919189,EddyRam78919189,Sigue_comunidad,0
Alelozanov,Alelozanov,Sin_vinculos,0
david_choin,david_choin,Sin_vinculos,0
alainelguajiro,alainelguajiro,Sin_vinculos,0
BaMv372,BaMv372,Sin_vinculos,0
boomer171017,boomer171017,Sin_vinculos,0
Claudia_29c,Claudia_29c,Sin_vinculos,0
Luzdelerrante,Luzdelerrante,Sin_vinculos,0
LuisArbaiza7,LuisArbaiza7,Sin_vinculos,0
pame_andres,pame_andres,Sigue_comunidad,0
maqroll30,maqroll30,Sin_vinculos,0
EmilioRenziP,EmilioRenziP,Sin_vinculos,0
toroalvarol,toroalvarol,Sin_vinculos,0
arenovski2,arenovski2,Sin_vinculos,0
Joselopez0784,Joselopez0784,Sin_vinculos,0
jaimalida,jaimalida,Sin_vinculos,0
joefaboar,joefaboar,Sin_vinculos,0
Urpi72,Urpi72,Sin_vinculos,0
Leertllevalejos,Leertllevalejos,Sin_vinculos,0
jfmusino,jfmusino,Sin_vinculos,0
Cvelasquez29,Cvelasquez29,Sin_vinculos,0
euzaguirre,euzaguirre,Sin_vinculos,0
