Source,Target,Type,Id,Label,Weight
ivangzama,CNTI_VE,Directed,609,,1
alicia_molinari,ciencia_ar,Directed,610,,1
a_n_d_r_e_a_b_l,nellstra,Directed,611,,1
GALandfried,BayesDelSur,Directed,612,,1
jsacristanparis,mcromerot,Directed,613,,1
rmvc76,mapeoabierto_la,Directed,614,,1
rafacamu,Renatombm,Directed,615,,1
OpenSciTalk,biblioUPM,Directed,616,,1
josegalvanh,RHisto_Mex,Directed,617,,1
miguearmengol,mcromerot,Directed,618,,1
VanessaFreites3,CNTI_VE,Directed,619,,1
Rotsi20,Infobolivar3,Directed,620,,1
FIIIDT_OFICIAL,CNTI_VE,Directed,621,,1
FIUPM,biblioUPM,Directed,622,,2
ReformasLATAM,INEMexico,Directed,623,,1
chambista1,Conatel,Directed,624,,2
isaaacrj,institutomora,Directed,625,,1
jsanch01,INEMexico,Directed,626,,1
SEISeSalud,mcromerot,Directed,627,,1
DrPdOM,elhackernet,Directed,628,,1
patriaesfuturo,rusosnith,Directed,629,,1
WeenZaldivar,DrGiovanniD,Directed,630,,1
BERMUDEZFANNY1,CNTI_VE,Directed,631,,1
LRomeroDguez,CtranspaUPV,Directed,632,,4
comunistax100p,JblancoB,Directed,633,,1
draruthtoro,netlearning20,Directed,636,,1
Derecho_juris,CensaludUES,Directed,637,,1
INEChihuahua,INEMexico,Directed,638,,1
fdo_sg,INE_Oaxaca,Directed,639,,1
OpenSciTalk,Milanes_guisado,Directed,640,,1
VH_Ajila,netlearning20,Directed,641,,1
josepraya,elhackernet,Directed,642,,1
CinaArq,RevistaEstoa,Directed,643,,2
lamalaeducacion,INEMexico,Directed,644,,1
PreludioGames,fonacit_ve,Directed,645,,1
Jiro25161042,ch1nux,Directed,646,,1
ASAPbio_,RedeSciELO,Directed,647,,1
IratxePuebla,RedeSciELO,Directed,648,,1
pablomorales74,anachangt,Directed,649,,1
soniaxmo,hernandojpena,Directed,650,,1
cristobalmoya_,juankcastillo,Directed,651,,1
B0ySie7e,elhackernet,Directed,652,,1
karlys073546141,Conatel,Directed,653,,1
constanmelendez,elhackernet,Directed,654,,1
guerrera_patty,elhackernet,Directed,655,,1
CriptoATH,jabravo,Directed,656,,1
sonialopez223,cytdanmarys,Directed,657,,1
Bibliocentro,CNTI_VE,Directed,658,,1
UsugaRios,estoescambio,Directed,659,,1
EmigdiaAndia,mapeoabierto_la,Directed,660,,1
08Dtto,INEMexico,Directed,661,,1
WJC0ronado,CNTI_VE,Directed,662,,1
gparra_math,nellstra,Directed,663,,1
LizIsidro4,RevistaEstoa,Directed,664,,1
omvizais,INEMexico,Directed,665,,1
raymand211092,elhackernet,Directed,666,,1
comunistax100p,comunistax100p,Directed,668,,5
cmch_historicas,institutomora,Directed,669,,1
BoniPro1,MoureDev,Directed,670,,1
comunistax100p,feijoojimenez,Directed,671,,1
comunistax100p,CNTI_VE,Directed,672,,2
anton_lucena,moralmunoz,Directed,673,,1
alexsandor27,CNTI_VE,Directed,674,,1
datagenero,FlisolCABA,Directed,675,,1
INE_Tlaxcala,INEMexico,Directed,676,,1
Roykings_1,INEMexico,Directed,678,,1
CarmenSolG,INEMexico,Directed,679,,1
aabella,elsatch,Directed,680,,1
MarcieM2010,INEMexico,Directed,681,,1
datosygraficos,PilaRicoCastro,Directed,682,,1
infosanpedrozea,Infobolivar3,Directed,683,,1
FaresKameli,pab_sharingaway,Directed,684,,1
RosaDur83967192,Conatel,Directed,685,,1
Danielvzla12,Conatel,Directed,687,,1
CtranspaUPV,REDFEMP_TyP,Directed,688,,1
Eclefly,estoescambio,Directed,689,,1
pol663,oahernandezg,Directed,690,,1
v_gomezgonzalez,campusvirtualsp,Directed,691,,1
Jess_INCOVER13,MoureDev,Directed,692,,1
GracielaGFG,PilaRicoCastro,Directed,693,,1
froilan_edgardo,Conatel,Directed,694,,1
ramsi1203,Conatel,Directed,695,,1
MaraHVB,Conatel,Directed,696,,1
esmerad4,Conatel,Directed,697,,1
mia27010,Conatel,Directed,698,,1
hireneser,Conatel,Directed,699,,1
WilSmart7,drivemeca,Directed,700,,9
marxacuchismo,CNTI_VE,Directed,701,,1
Danielg45,drivemeca,Directed,704,,8
EdwardsRamon2,Conatel,Directed,706,,1
aura74514,Conatel,Directed,707,,1
bibliotecaetsii,PilaRicoCastro,Directed,708,,1
leonjuana949,Conatel,Directed,709,,1
Oscarjandr,Conatel,Directed,710,,1
roberto67z,Infobolivar3,Directed,711,,1
fergaleano58,netlearning20,Directed,712,,1
cesarthg,elhackernet,Directed,713,,1
CanaimaGNULinux,CNTI_VE,Directed,714,,2
IVANSERRANOAL,estoescambio,Directed,715,,1
angelicabellver,pab_sharingaway,Directed,716,,1
randradesv,elhackernet,Directed,717,,1
LOISCM3,CNTI_VE,Directed,718,,1
cdtllaviana,elhackernet,Directed,719,,1
tipisaurio,elhackernet,Directed,720,,1
tebot,elhackernet,Directed,721,,1
EdwardJesus27,CNTI_VE,Directed,722,,1
AnaMRM93,Infobolivar3,Directed,723,,1
ENTRECINCUENTAS,CNTI_VE,Directed,724,,1
ascarida,Xaviju,Directed,725,,1
bibupo,PilaRicoCastro,Directed,726,,1
CenicsPanama,VTorresLista,Directed,727,,2
nemzuhue,nellstra,Directed,729,,1
lrivas1981,elhackernet,Directed,730,,1
paualsina,PilaRicoCastro,Directed,731,,1
Nihilista2000,Cholega,Directed,732,,1
goyesonico,rusosnith,Directed,733,,1
IrisMriam1,SAmalucan,Directed,734,,1
raulgaldon,Drosio,Directed,735,,1
sguillermo84,CNTI_VE,Directed,736,,1
Gerard0107,CNTI_VE,Directed,737,,2
claudia_cy,PilaRicoCastro,Directed,738,,1
AbaeVzla,CNTI_VE,Directed,739,,1
paulguerram,netlearning20,Directed,740,,1
jjbotev,PilaRicoCastro,Directed,741,,1
robermape,Renatombm,Directed,742,,1
naticarfi,Renatombm,Directed,743,,2
JesusGallent,Xaviju,Directed,744,,1
ThePixelDevs,JuanrafaelHer20,Directed,746,,2
luserrano__,rusosnith,Directed,747,,1
GeaHydra,elhackernet,Directed,748,,1
myfunnyandy,Xaviju,Directed,749,,1
YaniraIglesias1,TicEducativas,Directed,750,,1
Inteli_PAC,datosgob,Directed,752,,1
nellstra,nellstra,Directed,753,,1
opendataUEX,datosgob,Directed,754,,2
SebaSj,Xaviju,Directed,755,,1
RaulGM_83,Xaviju,Directed,756,,1
EstefaniaStp,oteaucm,Directed,757,,1
LuisMiguelRen19,CNTI_VE,Directed,758,,1
AlisiaJardin,InfocentroBar,Directed,759,,1
mronbaz,PilaRicoCastro,Directed,760,,1
drobles,Xaviju,Directed,761,,1
HiedraMadre,SAmalucan,Directed,762,,1
OpenSciTalk,RedeSciELO,Directed,764,,1
FranckCrea,elhackernet,Directed,765,,1
MarinaLosadaY,PilaRicoCastro,Directed,766,,1
aldos237,Cholega,Directed,767,,1
KMonteroAnnye,Infobolivar3,Directed,768,,1
David63198004,InfocentroBar,Directed,769,,1
SarahKellygeog,revistasuchile,Directed,770,,1
JefaturaLaGuai,Infobolivar3,Directed,771,,1
auxiliadoraurq2,Infobolivar3,Directed,772,,1
ISASUSI123,jmcapitanich,Directed,773,,1
REDFEMP_TyP,Renatombm,Directed,775,,1
norbertorosado4,ArmandoRguezB,Directed,776,,1
itscarolives,NetworkPlethora,Directed,777,,1
haphazardev,elhackernet,Directed,778,,1
YamidNTorres,estoescambio,Directed,779,,1
ASF_Galicia,ESFGALICIA,Directed,780,,1
y_sishi,elhackernet,Directed,781,,1
Lab101UNAL,Lab101UNAL,Directed,783,,1
Robert00506157,AyudaMaestros,Directed,784,,1
cristinalaines,netlearning20,Directed,785,,1
FIUPM,PilaRicoCastro,Directed,786,,1
biblioUPM,PilaRicoCastro,Directed,787,,1
axieramoDG,Asedie_,Directed,788,,1
rafamunoztamayo,PilaRicoCastro,Directed,789,,1
apmireia,PilaRicoCastro,Directed,790,,1
Felvalds,elhackernet,Directed,791,,1
LSonrisaNatural,elhackernet,Directed,792,,1
Sotbenj,Infobolivar3,Directed,793,,1
AntVargRey,elhackernet,Directed,794,,1
OpenSciTalk,RevistaEstoa,Directed,795,,2
ripe_avocado,elhackernet,Directed,796,,1
Mrutyun16371329,eCashESP,Directed,797,,2
rociomaureb,rusosnith,Directed,799,,1
LOISCM3,InfocentroBar,Directed,800,,1
Umrotul17,eCashESP,Directed,801,,1
GuardeMarie,datosgob,Directed,802,,1
crodallega,elhackernet,Directed,803,,1
rai_PY,Cholega,Directed,804,,1
BhujhoTohJano,eCashESP,Directed,805,,2
samuels95392574,fonacit_ve,Directed,807,,1
MiJiCa_,DotCSV,Directed,808,,1
luzluz957,InfocentroBar,Directed,809,,1
Lijter_Skelter,rusosnith,Directed,810,,1
EshuIre,SomosMovilnet_,Directed,811,,1
sefamol,elhackernet,Directed,812,,1
elloretpastor,RUA_Alicante,Directed,813,,1
lbonoraeve,PilaRicoCastro,Directed,814,,1
ComunicaTacInfo,Infobolivar3,Directed,815,,1
MauriciogLucero,elhackernet,Directed,816,,1
AbelViza,elhackernet,Directed,817,,1
corpoandes2022,InfocentroBar,Directed,818,,1
0Rockmanx,rusosnith,Directed,819,,1
HpsuvCarlos,Infobolivar3,Directed,820,,1
Reciaria,biblio_uca,Directed,821,,5
ElDedoAcusador,rusosnith,Directed,824,,1
chavez_100pr,CNTI_VE,Directed,825,,1
amparocozar,PilaRicoCastro,Directed,826,,1
Infobolivar3,Infobolivar3,Directed,827,,1
Roxio46597430,Cholega,Directed,828,,1
jorgue98,InfocentroBar,Directed,829,,1
Juanam2022,InfocentroBar,Directed,830,,1
MuyWaso,mapeoabierto_la,Directed,831,,1
NahuelMonin,elhackernet,Directed,832,,1
sebalddroguett,rusosnith,Directed,833,,1
PacussichO,InfocentroBar,Directed,834,,1
MagalisPeresa,InfocentroBar,Directed,835,,1
LRomeroDguez,REDFEMP_TyP,Directed,836,,1
antonio08574223,InfocentroBar,Directed,837,,1
nachokb,rusosnith,Directed,838,,1
MagalysCh5469,InfocentroBar,Directed,839,,1
alesitoide,rusosnith,Directed,841,,1
luisvalleferna1,InfocentroBar,Directed,843,,1
carolin15230294,InfocentroBar,Directed,844,,1
NoExtrex,eCashESP,Directed,845,,1
losano99592872,InfocentroBar,Directed,846,,1
EliasMBlancoC,InfocentroBar,Directed,847,,1
ArmelaDi,PilaRicoCastro,Directed,848,,1
Avgh2103,InfocentroBar,Directed,849,,1
lanena12361,InfocentroBar,Directed,850,,1
isabelbb95,InfocentroBar,Directed,851,,1
gordito52378514,InfocentroBar,Directed,852,,1
Gabrielacame2,InfocentroBar,Directed,853,,1
blanca80633407,InfocentroBar,Directed,854,,1
eiling11973355,InfocentroBar,Directed,855,,1
elenava9700,InfocentroBar,Directed,856,,1
IrinaYrma,InfocentroBar,Directed,857,,1
joseucho2680,InfocentroBar,Directed,858,,1
Jerry63847138,InfocentroBar,Directed,859,,1
Paolaher31,InfocentroBar,Directed,860,,1
jiquito1,InfocentroBar,Directed,861,,1
billieameri1,InfocentroBar,Directed,862,,1
Alejand64477938,jalonsoarevalo,Directed,863,,1
MaikolAntonioG1,InfocentroBar,Directed,864,,1
patria3031,InfocentroBar,Directed,865,,1
DNotipatria,InfocentroBar,Directed,866,,1
juanmasktr,elhackernet,Directed,867,,1
BjalBarbara,InfocentroBar,Directed,868,,1
jmogollon161,InfocentroBar,Directed,869,,1
OpenSciTalk,InfocentroBar,Directed,870,,1
ibis_sevilla,_regic,Directed,871,,2
cristianreano,Cholega,Directed,872,,1
metodosdolores,PilaRicoCastro,Directed,874,,1
amdelvaz,PilaRicoCastro,Directed,875,,1
JulianPigna,rusosnith,Directed,876,,1
enriccortinhas,pablomoratinos,Directed,877,,1
saidiano_,rusosnith,Directed,878,,1
mix105radiotv,msdevlatam,Directed,879,,1
AlaninoGF,rusosnith,Directed,880,,1
tresfebrerense,rusosnith,Directed,881,,1
Gotic_Lady_,SkYalol,Directed,882,,1
IntamePer,elhackernet,Directed,883,,1
MunozPalma,PilaRicoCastro,Directed,884,,1
nath_327,nellstra,Directed,885,,1
scarfvass,SkYalol,Directed,886,,1
OpenSciTalk,ESCiencia_CSIC,Directed,887,,1
EFranci90810597,nellstra,Directed,888,,1
jnrebottaro,DGarcia_AR,Directed,889,,1
pedrito1414,mapeoabierto_la,Directed,890,,1
srey3000,SIMETRICA140,Directed,891,,1
sotocad,elhackernet,Directed,892,,1
rusosnith,rusosnith,Directed,893,,1
Giacomo35059388,RHisto_Mex,Directed,894,,1
MariaDive1,elhackernet,Directed,895,,1
NiadeOca,nellstra,Directed,896,,1
josegeeklml,nellstra,Directed,897,,1
DTE_BA,DteReg13,Directed,898,,1
dearlizarazo,nellstra,Directed,899,,1
mameri9,Cholega,Directed,900,,1
neverwrit,nellstra,Directed,901,,1
RAKarl,nellstra,Directed,902,,1
mariohe29268241,netlearning20,Directed,903,,1
fatimavaldivia,Cholega,Directed,905,,1
nolo14,PilaRicoCastro,Directed,906,,1
BUSCUSC,PilaRicoCastro,Directed,907,,1
gabymenta,forbesargentina,Directed,908,,1
cbiblioperu,jalonsoarevalo,Directed,909,,1
eddyalh,elhackernet,Directed,910,,1
GRAMCybersec,elhackernet,Directed,911,,1
dadhemir,elhackernet,Directed,912,,1
Rovito,UCAM_esports,Directed,913,,1
emiliojpg,ESFGALICIA,Directed,914,,1
El_Samu_FP,UCAM_esports,Directed,915,,1
victorzamora,Cholega,Directed,916,,1
wilh3m,elhackernet,Directed,917,,1
omiratia,netlearning20,Directed,918,,1
CandelaOlle,PilaRicoCastro,Directed,919,,1
ServiciosAND,OpenDataAnd,Directed,920,,2
enfisuca,univcadiz,Directed,921,,1
mundolinuxbot,EPSunizar,Directed,922,,1
REDFEMP_TyP,robermape,Directed,923,,1
CWUniversity,ComputerworldES,Directed,924,,1
isidroaguillo,GlobalChangeRL,Directed,925,,1
alulomar,PilaRicoCastro,Directed,926,,1
WebinarsCW,ComputerworldES,Directed,927,,1
DirectivosdeEsp,ComputerworldES,Directed,928,,1
FoundrySpain,ComputerworldES,Directed,929,,1
ciospain,ComputerworldES,Directed,930,,1
lalo_lakrov,Cholega,Directed,931,,1
OpenSciTalk,PilaRicoCastro,Directed,932,,1
aballester13,UCAM_esports,Directed,933,,1
PatcabCab18,msdevlatam,Directed,934,,1
UdtiS,elhackernet,Directed,935,,1
MarkeldaH,VTorresLista,Directed,936,,1
ChipaBruno,elhackernet,Directed,937,,1
Sebas_9017,netlearning20,Directed,938,,1
JpKanR,UCAM_esports,Directed,939,,1
MartaRC12,UCAM_esports,Directed,940,,1
IGNSpain,OpenDataAnd,Directed,941,,1
kikjes_per,Cholega,Directed,942,,1
DropTecnology,elhackernet,Directed,943,,1
revistacloud,elhackernet,Directed,944,,1
javiergomez_oa,RUA_Alicante,Directed,945,,2
Marulis74,rusosnith,Directed,947,,1
MilenaOsejo,Cholega,Directed,948,,1
Master_Kehos,carlestenorio,Directed,949,,1
martatorredev,pablomoratinos,Directed,950,,1
Dataseg_Es,elhackernet,Directed,951,,1
OpenSciTalk,_regic,Directed,953,,2
RedOTRI,CrueUniversidad,Directed,955,,1
politologmurcia,cibcomorg,Directed,956,,1
pirinken,elhackernet,Directed,957,,1
alexandrelopez,PilaRicoCastro,Directed,958,,1
OpenSciTalk,moralmunoz,Directed,959,,1
pinkmatchaprr,Drosio,Directed,960,,1
jesusyesares,acirujano,Directed,961,,1
Se_Y_la,Drosio,Directed,962,,1
moralmunoz,univcadiz,Directed,963,,1
PutitaMerello,rusosnith,Directed,964,,1
anton_lucena,univcadiz,Directed,965,,1
shinken_otacon,elhackernet,Directed,966,,1
bibupo,GlobalChangeRL,Directed,967,,1
JTOCORAR,netlearning20,Directed,968,,1
pedro_ost,PublicacionesUH,Directed,970,,1
OpenSciTalk,RUA_Alicante,Directed,971,,1
pacobib,PilaRicoCastro,Directed,972,,2
carlobrito,AlifaDamian,Directed,973,,1
amcalber,EduardoSuarez25,Directed,974,,1
Obijuan_cube,OfiLibreURJC,Directed,975,,1
Divulga_UCA,univcadiz,Directed,976,,1
WCChiclana,acirujano,Directed,977,,1
lgentoatahona,OpenDataAnd,Directed,978,,2
HuelvaJunta,ServiciosAND,Directed,979,,2
GDesnutrido,Drosio,Directed,980,,1
MarianaM_Zylk,zylknet,Directed,981,,1
CMartinRamos,Drosio,Directed,982,,1
GenaDaga,elhackernet,Directed,983,,1
paolaminoq,OpenlabEc,Directed,985,,2
DavidMagias,elhackernet,Directed,987,,1
TheDevilOps,t1t0wap0,Directed,988,,1
amdelvaz,GlobalChangeRL,Directed,989,,1
stratebi,e_arias,Directed,990,,1
datosgob,REDFEMP_TyP,Directed,991,,1
Turing_lair,Biblioteca_US,Directed,992,,1
OpenSciTalk,GlobalChangeRL,Directed,993,,1
Umbraosm2022,mapeoabierto_la,Directed,994,,1
jeanettjl,Cholega,Directed,995,,1
ChemEurope,RSEQUIMICA,Directed,996,,1
geqo_rseq,RSEQUIMICA,Directed,997,,1
jcarlosmelian,REDFEMP_TyP,Directed,998,,1
rafacamu,REDFEMP_TyP,Directed,999,,1
thx1272,Drosio,Directed,1000,,1
oasi,Asedie_,Directed,1001,,2
Altaskur,EvaMarcoD,Directed,1002,,1
sunweb1978,elhackernet,Directed,1003,,1
isidroaguillo,unnombrealazar,Directed,1004,,1
TodoDermatitis,aedv_es,Directed,1005,,1
unix97448016,t1t0wap0,Directed,1006,,1
hasate22,rmedranollamas,Directed,1007,,1
arqueologo1,DotCSV,Directed,1008,,1
e_arias,e_arias,Directed,1009,,2
David75669888,elhackernet,Directed,1010,,1
GeyRivers,unnombrealazar,Directed,1011,,1
cositalCG,REDFEMP_TyP,Directed,1012,,1
shadow_of_satan,elhackernet,Directed,1013,,1
carloszamalloa7,chpiensa,Directed,1014,,1
mruniverso1,msdevlatam,Directed,1015,,1
pedri77,elhackernet,Directed,1016,,1
EPSAlicante,elhackernet,Directed,1017,,1
radical_michael,Drosio,Directed,1018,,1
RafitaReyes2,redhatla,Directed,1019,,1
XvREACTIONZvX,elhackernet,Directed,1020,,1
malvarez_smo,elhackernet,Directed,1021,,1
sserrano79,spain_tech_blog,Directed,1022,,1
piterayo,elhackernet,Directed,1023,,1
Underdog1987,elhackernet,Directed,1024,,1
agustin_prez,elhackernet,Directed,1025,,1
si_ua,elhackernet,Directed,1026,,1
HectorSotoP_,elhackernet,Directed,1027,,1
Alejand05010,elhackernet,Directed,1028,,1
JosepHdz85,elhackernet,Directed,1029,,1
versitosur,RHisto_Mex,Directed,1030,,1
gustavojousub,elhackernet,Directed,1031,,1
hepatologo_RCO,DrGiovanniD,Directed,1032,,1
Pericle08708628,RHisto_Mex,Directed,1033,,1
Caro_ArceSosa,INAImexico,Directed,1034,,2
LineBlob,elhackernet,Directed,1035,,1
LiMolli,elhackernet,Directed,1036,,1
PachiG_Trabajo,SRIoficialEc,Directed,1037,,1
op_odensama,elhackernet,Directed,1038,,1
Txiki12,elhackernet,Directed,1040,,1
Jorgehernandz,msdevlatam,Directed,1041,,1
SergioRiveraR,elhackernet,Directed,1042,,1
RafaelNR_DEV,elhackernet,Directed,1043,,1
riramosuniv,universitasrev,Directed,1044,,1
Danny_Mendoza_S,Drosio,Directed,1045,,1
ialo8907,DrGiovanniD,Directed,1046,,1
elprofeducador,manuvene2021,Directed,1047,,1
CaroVirus,EditorialUEB,Directed,1048,,1
drcervantesp,MaricarmenNava,Directed,1050,,1
pablitos23,elhackernet,Directed,1051,,1
ivanenoc,CIEUATx,Directed,1052,,1
Estado_Abierto,MaricarmenNava,Directed,1053,,1
_FreeSpeaker,rleon_mx,Directed,1054,,1
SCCOQUINHO,MaricarmenNava,Directed,1055,,1
aveasvargas,Cholega,Directed,1056,,1
iraidamercedes7,imgildev,Directed,1057,,1
MosqueraSergioA,netlearning20,Directed,1058,,1
GuidoAGR,lubrio,Directed,1059,,1
hugovillasm,RHisto_Mex,Directed,1061,,1
ValeriaPeredo6,mapeoabierto_la,Directed,1062,,1
isayasmx,datalat,Directed,1063,,1
estudioalborno2,rusosnith,Directed,1064,,1
KerverosZero,DotCSV,Directed,1065,,1
MayzGilberto,manuvene2021,Directed,1066,,1
Bryand941,netlearning20,Directed,1067,,1
boriszaurio,mapeoabierto_la,Directed,1068,,1
jonimedina_,FlisolCABA,Directed,1069,,1
itandfeel,elhackernet,Directed,1070,,1
jalvarus,elhackernet,Directed,1071,,1
gabomer1,oahernandezg,Directed,1072,,1
maykeltr,softzone,Directed,1073,,1
Eduard56C,elhackernet,Directed,1074,,1
Moskoni,jgonzalezferrer,Directed,1075,,1
delizzy65,RadioEducacion,Directed,1076,,1
dariotovar21,aigesinnovacion,Directed,1077,,1
EduJayDLVL,Cholega,Directed,1078,,1
Belavie1863,lubrio,Directed,1079,,1
JLVeloz,elhackernet,Directed,1080,,1
jimmyev585858,netlearning20,Directed,1081,,1
FederalLab,nati_aquilino,Directed,1082,,1
olivetta12,BukowskyDrunk,Directed,1083,,1
ingcarolinf,FundaciteGuaric,Directed,1085,,3
nivermo,wwwhatsnew,Directed,1086,,1
carina1804,VargasCubillo,Directed,1087,,1
AncaMatioc,oahernandezg,Directed,1088,,1
EverthRamirez2,OCA_UAEM,Directed,1089,,1
Eibarra_S,INAImexico,Directed,1090,,1
NikischCarolina,rusosnith,Directed,1091,,1
Nts_Ingenieria,elhackernet,Directed,1093,,1
Katrinha19,Cholega,Directed,1094,,1
jgomezvalle,INAImexico,Directed,1095,,1
IlMaese,Cholega,Directed,1096,,1
oscartrix_,elhackernet,Directed,1097,,1
HenrryVillar,Cholega,Directed,1098,,1
ArtfromEsr,Mond131313,Directed,1099,,1
MoisesCabreraB,INAImexico,Directed,1100,,1
dafnis24852345,manuvene2021,Directed,1101,,1
MariaT0224,Cholega,Directed,1102,,1
GraigLuque,elhackernet,Directed,1103,,1
wikimedia_bo,mapeoabierto_la,Directed,1104,,1
Neoferd,mapeoabierto_la,Directed,1105,,1
InternetBo_org,mapeoabierto_la,Directed,1106,,1
KleMorenoBueno,scabrerahanna,Directed,1107,,1
alex_ramirez69,elhackernet,Directed,1108,,1
RoIrimia,rusosnith,Directed,1109,,1
jesus89wr,TicEducativas,Directed,1110,,1
FabianJZAX,netlearning20,Directed,1111,,1
fvfilippetti,FlisolCABA,Directed,1112,,1
gorka_tr,Drosio,Directed,1113,,1
DiegoMty82,elhackernet,Directed,1114,,1
Editorial_UG,UdeGuanajuato,Directed,1115,,1
luisfc_mx,elhackernet,Directed,1116,,1
rubio_lis516,lubrio,Directed,1118,,1
HarimBGutierrez,Drosio,Directed,1119,,1
Fanny65761144,Cholega,Directed,1120,,1
netdevelopmx,elhackernet,Directed,1121,,1
burbujadevs,systemguards,Directed,1122,,1
negrita73bn,VTorresLista,Directed,1123,,1
leitomonk,FlisolCABA,Directed,1124,,1
Malapropman,elhackernet,Directed,1125,,1
OpenSciTalk,VTorresLista,Directed,1126,,2
felipedejesusmx,elhackernet,Directed,1127,,1
carlospeak,Cholega,Directed,1128,,1
JMLambert1,OEA_GestionPub,Directed,1129,,1
imaforbes,elhackernet,Directed,1130,,1
Hami_2014,elhackernet,Directed,1131,,1
LuisHerrera507,VTorresLista,Directed,1132,,2
arnalielsewhere,mapeoabierto_la,Directed,1133,,1
Duisiin,netlearning20,Directed,1134,,1
MiguelRicci,Cholega,Directed,1136,,1
EmiliaPobleteR,chpiensa,Directed,1137,,1
Abelxk_,Drosio,Directed,1138,,1
1000kZenteno,netlearning20,Directed,1139,,1
veroca327,Cholega,Directed,1140,,1
FranRam09552040,carlestenorio,Directed,1141,,1
WBDSLA,OpenlabEc,Directed,1142,,1
urielml,elhackernet,Directed,1143,,1
GarciaJose_0204,elhackernet,Directed,1144,,1
verogomezvelez,SomosAGROSAVIA,Directed,1146,,1
USMApanama,VTorresLista,Directed,1147,,1
tadeo68705816,elhackernet,Directed,1148,,1
psique_strange,elhackernet,Directed,1149,,1
luis84971068739,oncti_mppct,Directed,1151,,1
jsequeirados,oncti_mppct,Directed,1154,,1
angserranoz,oahernandezg,Directed,1155,,1
cristianibm86,elhackernet,Directed,1156,,1
v_rangel1982,revistafiguras,Directed,1157,,1
Avaltenea,FlisolCABA,Directed,1158,,1
LaGranBestiaPo1,BukowskyDrunk,Directed,1159,,1
GyGSRL1,proniedperu,Directed,1160,,1
Fatima51214786,eosenlatino,Directed,1161,,1
simogeo,GobCiudadSalta,Directed,1162,,1
elefonta,GobCiudadSalta,Directed,1163,,1
nmcoliveira,GobCiudadSalta,Directed,1164,,1
VianaMikel,BukowskyDrunk,Directed,1165,,1
mapstore2,GobCiudadSalta,Directed,1166,,1
geosolutions_it,GobCiudadSalta,Directed,1167,,1
Manuel_Bx,elhackernet,Directed,1168,,1
VDantemayCry,elhackernet,Directed,1169,,1
Tanis_CS,SRIoficialEc,Directed,1170,,2
GeoserverO,GobCiudadSalta,Directed,1171,,1
palmaf,BukowskyDrunk,Directed,1173,,1
ssuperpato,elhackernet,Directed,1174,,1
mundolinuxbot,Mond131313,Directed,1175,,1
bspolitixs,Cholega,Directed,1176,,1
JesusGenialogic,elhackernet,Directed,1177,,1
borjamore99,elhackernet,Directed,1178,,1
lapmatos,elhackernet,Directed,1179,,1
salbarracin,DteReg13,Directed,1180,,1
ClauPamMachado,mapeoabierto_la,Directed,1181,,1
Natha_13,elhackernet,Directed,1182,,1
marcusherpic,elhackernet,Directed,1183,,1
Carlos_MN,Drosio,Directed,1184,,1
PetPrez1,AyudaMaestros,Directed,1185,,1
CarlospscLo,JProgramadores,Directed,1186,,1
iquechocosa,elhackernet,Directed,1187,,1
carpoba,elhackernet,Directed,1189,,1
manugrapevine,mundos55,Directed,1190,,1
MapeaLivreUFPR,mapeoabierto_la,Directed,1191,,1
jorge_ivantz,elhackernet,Directed,1193,,1
dreamslookinatu,elhackernet,Directed,1194,,1
IgnacioMontag,EvaMarcoD,Directed,1196,,1
opencontracting,oahernandezg,Directed,1197,,2
Ruso413103141,SomosMovilnet_,Directed,1200,,1
data__coso,oahernandezg,Directed,1201,,1
Alyolyy,Drosio,Directed,1202,,1
david3_amieva7,elhackernet,Directed,1203,,1
jozsmark,elhackernet,Directed,1204,,1
jmontoyaarregui,elhackernet,Directed,1205,,1
medinahrms,AyudaMaestros,Directed,1206,,1
teresancheza1,TicEducativas,Directed,1207,,1
Jou_Rambo,elhackernet,Directed,1208,,1
Architerca,Cholega,Directed,1209,,1
fes6692,netlearning20,Directed,1210,,1
mgonzov,fonacit_ve,Directed,1211,,1
tonytjf,elhackernet,Directed,1212,,1
JavierS93184340,AyudaMaestros,Directed,1213,,1
PanchoT44,elhackernet,Directed,1214,,1
timeywimeycat,mapeoabierto_la,Directed,1215,,1
protopetCTF,elhackernet,Directed,1217,,1
Anarelgc,netlearning20,Directed,1218,,1
Ferb867Fermin,lubrio,Directed,1219,,1
Inteleco_SCA,elhackernet,Directed,1220,,1
BecaEducaTIC,AyudaMaestros,Directed,1221,,1
ceip_hnossanisi,AyudaMaestros,Directed,1222,,1
Tevo1982,Cholega,Directed,1223,,1
ahitzad,lubrio,Directed,1224,,1
ulyaot,elhackernet,Directed,1225,,1
PeroCornel,Drosio,Directed,1226,,1
Tothemoon_Park,eosenlatino,Directed,1227,,1
MasabandaN,DeysiFonsecaJ,Directed,1228,,1
_lacion_,BayesDelSur,Directed,1229,,1
larreguinv,elhackernet,Directed,1230,,1
amoyafoss,EvaMarcoD,Directed,1231,,1
Mr_Cuddle_,elhackernet,Directed,1232,,1
rydimer,elhackernet,Directed,1233,,1
rabbit_or_robot,elhackernet,Directed,1234,,1
diegosalcido,elhackernet,Directed,1235,,1
Gogh2573,netlearning20,Directed,1236,,1
empa60,manuvene2021,Directed,1237,,1
niporwifi,elhackernet,Directed,1238,,1
